host_response_time,host_listings_count,host_has_profile_pic,neighbourhood,property_type,room_type,accommodates,square_feet,price,minimum_nights,availability_365,number_of_reviews,review_scores_rating,amenities_count,amenities_premium_count,professionalism
within an hour,15.0,t,Ciutat Vella,Apartment,Entire home/apt,4,,155,3,242,13,97.0,14,1,0.8500000000000001
within an hour,1.0,t,Gràcia,Apartment,Private room,2,,40,3,1,65,100.0,35,8,0.4
within an hour,45.0,t,Sant Martí,Apartment,Entire home/apt,6,75.0,130,3,182,1,80.0,18,2,0.75
within a few hours,17.0,t,Ciutat Vella,Apartment,Entire home/apt,6,,83,32,82,0,,15,1,0.5875
within an hour,131.0,t,Sant Martí,Apartment,Entire home/apt,5,,138,1,296,40,91.0,19,1,0.9
,1.0,t,Eixample,Apartment,Entire home/apt,3,,54,50,363,0,,3,1,0.55
within an hour,11.0,t,Gràcia,Loft,Entire home/apt,3,,80,2,52,53,83.0,16,3,0.65
within an hour,7.0,t,Sarrià-Sant Gervasi,Apartment,Entire home/apt,3,,100,32,312,0,,16,1,0.9
within an hour,3.0,t,Eixample,Apartment,Entire home/apt,4,,90,32,69,0,,48,14,0.55
within an hour,20.0,t,Eixample,Apartment,Entire home/apt,2,,118,4,349,65,84.0,27,4,0.95
within a day,1.0,t,Sant Andreu,House,Private room,1,,25,2,357,20,92.0,20,0,0.675
within a day,1.0,t,Horta-Guinardó,Apartment,Private room,1,,11,30,84,9,93.0,18,2,0.375
,1.0,t,Sant Andreu,Apartment,Entire home/apt,4,,60,32,164,0,,15,2,0.35
within a day,30.0,t,Eixample,Apartment,Entire home/apt,6,,125,2,339,2,60.0,23,1,0.825
within an hour,2.0,t,Sants-Montjuïc,Apartment,Entire home/apt,4,,157,3,110,228,93.0,30,5,0.65
within a day,1.0,t,Horta-Guinardó,Apartment,Entire home/apt,4,,38,30,248,0,,37,2,0.575
within an hour,3.0,t,Eixample,Apartment,Private room,3,,95,2,58,19,98.0,10,1,0.55
within an hour,7.0,t,Sant Martí,Apartment,Private room,2,,50,1,172,8,100.0,9,1,0.7
within an hour,38.0,t,Eixample,Apartment,Entire home/apt,4,,145,1,261,16,96.0,27,2,0.8500000000000001
within an hour,2.0,t,Ciutat Vella,Apartment,Private room,3,,102,1,165,24,92.0,29,1,0.65
within an hour,40.0,t,Ciutat Vella,Serviced apartment,Entire home/apt,2,,160,1,93,3,87.0,26,3,0.65
within an hour,2.0,t,Sant Martí,Apartment,Entire home/apt,6,,100,2,131,21,95.0,34,3,0.65
within an hour,5.0,t,Ciutat Vella,Apartment,Private room,2,,40,3,205,5,92.0,19,1,0.75
a few days or more,39.0,t,Sant Andreu,Apartment,Private room,4,,30,1,345,13,72.0,29,3,0.7625
,1.0,t,Horta-Guinardó,Apartment,Private room,1,,22,2,0,21,97.0,16,3,0.15000000000000002
within an hour,2.0,t,Ciutat Vella,Loft,Entire home/apt,4,,70,31,312,0,,14,1,0.85
within an hour,12.0,t,Eixample,Apartment,Entire home/apt,4,,188,1,277,0,,6,1,0.8500000000000001
within an hour,11.0,t,Ciutat Vella,Apartment,Entire home/apt,2,,38,32,131,7,97.0,32,1,0.75
within an hour,3.0,t,Ciutat Vella,Apartment,Entire home/apt,7,,200,1,45,0,,9,1,0.45
within an hour,5.0,t,Ciutat Vella,Apartment,Private room,2,,70,1,171,6,97.0,16,1,0.65
within an hour,3.0,t,Ciutat Vella,Apartment,Private room,3,,32,1,132,81,85.0,20,3,0.65
within a few hours,3.0,t,Sants-Montjuïc,Apartment,Private room,2,,27,2,196,65,94.0,40,8,0.5875
,1.0,t,Ciutat Vella,Apartment,Entire home/apt,1,,150,3,364,0,,5,1,0.55
within a few hours,10.0,t,Les Corts,Apartment,Private room,1,,10,150,298,1,20.0,7,1,0.7375
,2.0,t,Ciutat Vella,Other,Shared room,1,,15,1,0,0,,4,1,0.2
within a day,2.0,t,Horta-Guinardó,Apartment,Private room,2,,500,4,311,110,91.0,15,3,0.725
within an hour,20.0,t,Sant Martí,Apartment,Entire home/apt,3,,108,2,335,11,93.0,24,1,0.95
a few days or more,1.0,t,Horta-Guinardó,Guest suite,Private room,1,,30,1,87,1,,34,9,0.3125
within an hour,7.0,t,Sarrià-Sant Gervasi,Apartment,Entire home/apt,5,,180,3,225,8,85.0,16,0,0.8
within an hour,3.0,t,Ciutat Vella,Apartment,Private room,2,,38,1,43,39,96.0,16,1,0.45
within an hour,6.0,t,Sants-Montjuïc,Apartment,Private room,2,,21,30,364,1,80.0,14,1,0.9
within an hour,3.0,t,Sarrià-Sant Gervasi,Apartment,Private room,2,,135,4,91,1,100.0,16,2,0.55
within an hour,2.0,t,Sant Martí,Apartment,Private room,2,,50,4,121,2,100.0,26,4,0.65
within an hour,2.0,t,Sarrià-Sant Gervasi,Loft,Private room,1,,18,31,55,1,80.0,24,2,0.55
within an hour,2.0,t,Horta-Guinardó,Apartment,Entire home/apt,4,,105,4,275,111,97.0,17,0,0.75
within an hour,1.0,t,Eixample,Apartment,Entire home/apt,6,,95,32,353,17,92.0,46,5,0.8
within a day,2.0,t,Sants-Montjuïc,Apartment,Private room,2,,30,2,67,91,94.0,20,2,0.42500000000000004
within a few hours,3.0,t,Gràcia,Apartment,Entire home/apt,5,,100,3,254,127,96.0,28,3,0.6875
within an hour,1.0,t,Eixample,Apartment,Private room,2,,55,3,293,8,95.0,11,1,0.7
within an hour,131.0,t,Eixample,Apartment,Entire home/apt,2,,50,1,36,1,100.0,21,1,0.6
within an hour,1.0,t,Sants-Montjuïc,Apartment,Entire home/apt,6,,90,2,318,74,90.0,32,5,0.8
within an hour,1.0,t,Sant Martí,Apartment,Private room,3,,30,3,193,6,90.0,30,2,0.6
within an hour,2.0,t,Sants-Montjuïc,Condominium,Private room,2,,14,1,222,40,98.0,38,7,0.75
within an hour,1.0,t,Eixample,Apartment,Entire home/apt,3,1076.0,50,2,34,83,96.0,33,3,0.4
within an hour,4.0,t,Ciutat Vella,Apartment,Entire home/apt,2,,45,3,50,0,,12,1,0.45
within an hour,3.0,t,Ciutat Vella,Apartment,Private room,2,,45,3,83,0,,11,1,0.55
within an hour,1.0,t,Ciutat Vella,Apartment,Private room,2,,65,2,91,149,99.0,39,7,0.5
within a day,3.0,t,Ciutat Vella,Apartment,Private room,2,,18,30,35,0,,10,1,0.325
within a day,2.0,t,Eixample,Apartment,Entire home/apt,4,,220,1,292,27,95.0,87,48,0.625
within an hour,3.0,t,Eixample,Apartment,Private room,4,,81,3,69,33,96.0,30,2,0.55
within an hour,1.0,t,Eixample,Condominium,Private room,2,,33,2,54,5,100.0,49,20,0.5
within an hour,2.0,t,Ciutat Vella,Apartment,Private room,2,,51,1,68,27,93.0,11,1,0.55
within an hour,37.0,t,Ciutat Vella,Serviced apartment,Entire home/apt,4,,120,32,314,2,100.0,33,2,0.95
within a day,12.0,t,Eixample,Apartment,Entire home/apt,2,,53,32,268,0,,21,0,0.7250000000000001
within an hour,2.0,t,Eixample,Apartment,Private room,2,,59,2,338,0,,14,1,0.85
within an hour,2.0,t,Sants-Montjuïc,Apartment,Private room,2,,30,30,314,0,,13,1,0.85
within an hour,14.0,t,Sarrià-Sant Gervasi,Apartment,Entire home/apt,2,,89,1,217,33,88.0,46,13,0.8500000000000001
within a few hours,2.0,t,Gràcia,Apartment,Private room,2,,35,3,0,23,85.0,19,4,0.3875
within an hour,2.0,t,Ciutat Vella,Bed and breakfast,Private room,2,,100,1,330,1,40.0,8,1,0.85
within a day,91.0,t,Eixample,Serviced apartment,Private room,1,,30,32,295,0,,28,3,0.775
within an hour,1.0,t,Ciutat Vella,Apartment,Private room,2,,75,3,284,15,100.0,16,1,0.7
within an hour,3.0,t,Eixample,Apartment,Entire home/apt,6,,70,28,87,0,,42,14,0.55
,1.0,t,Eixample,Apartment,Private room,2,,69,1,364,1,,14,2,0.55
within an hour,15.0,t,Eixample,Apartment,Entire home/apt,5,,70,32,103,1,80.0,31,1,0.75
,1.0,t,Eixample,Apartment,Entire home/apt,6,,300,7,83,96,83.0,18,3,0.25
,1.0,t,Eixample,Apartment,Private room,2,,30,3,0,10,98.0,14,0,0.15000000000000002
,3.0,t,Sants-Montjuïc,Apartment,Private room,2,,72,2,190,78,94.0,25,5,0.4
within an hour,4.0,t,Eixample,Apartment,Entire home/apt,4,,145,1,94,8,93.0,30,1,0.55
within a day,133.0,t,Sant Martí,Apartment,Entire home/apt,2,,65,32,282,0,,24,3,0.775
within a day,9.0,t,Eixample,House,Entire home/apt,5,,395,33,358,0,,21,3,0.775
within an hour,4.0,t,Ciutat Vella,Apartment,Private room,5,,120,1,61,0,,39,6,0.55
within an hour,1.0,t,Sants-Montjuïc,Apartment,Private room,3,,68,3,11,32,97.0,16,0,0.4
within an hour,1.0,t,Sant Martí,Apartment,Private room,2,,35,1,238,302,95.0,35,7,0.7
within a few hours,5.0,t,Eixample,Apartment,Entire home/apt,5,,90,7,320,61,87.0,14,0,0.7875
,1.0,t,Sants-Montjuïc,Apartment,Private room,2,,35,3,189,82,93.0,15,2,0.35
within an hour,206.0,t,Eixample,Apartment,Entire home/apt,4,,350,3,140,15,88.0,26,3,0.8
within a few hours,17.0,t,Ciutat Vella,Apartment,Entire home/apt,6,,150,1,247,6,97.0,11,2,0.7875000000000001
within a few hours,9.0,t,Horta-Guinardó,Apartment,Entire home/apt,2,,55,1,143,13,80.0,18,2,0.6375
within a few hours,2.0,t,Sarrià-Sant Gervasi,Apartment,Entire home/apt,8,,100,31,82,0,,43,8,0.48750000000000004
,1.0,t,Eixample,Apartment,Shared room,2,,48,2,0,11,93.0,19,1,0.15000000000000002
,1.0,t,Horta-Guinardó,Condominium,Private room,2,,12,1,0,0,,11,1,0.15000000000000002
,1.0,t,Sants-Montjuïc,Apartment,Private room,2,,22,2,0,6,83.0,29,9,0.15000000000000002
within a day,37.0,t,Sant Martí,Apartment,Private room,1,,22,32,8,1,100.0,11,3,0.42500000000000004
within an hour,2.0,t,Horta-Guinardó,Apartment,Private room,1,,40,1,44,0,,8,1,0.45
within an hour,2.0,t,Ciutat Vella,Apartment,Private room,2,,55,2,87,62,91.0,12,1,0.55
within a day,133.0,t,Ciutat Vella,Apartment,Entire home/apt,4,,80,32,307,0,,22,2,0.875
within an hour,50.0,t,Ciutat Vella,Apartment,Entire home/apt,2,,48,32,313,1,100.0,23,1,0.95
within an hour,32.0,t,Eixample,Apartment,Entire home/apt,8,,300,1,343,4,90.0,24,2,0.95
,0.0,t,Gràcia,Apartment,Entire home/apt,4,,249,2,359,0,,13,0,0.5
within an hour,1.0,t,Nou Barris,Apartment,Private room,2,,35,2,299,145,89.0,11,2,0.7
within an hour,1.0,t,Gràcia,Apartment,Private room,3,,35,1,5,8,93.0,6,1,0.4
a few days or more,1.0,t,Sant Martí,Apartment,Private room,2,,90,1,73,5,85.0,14,4,0.3125
within an hour,38.0,t,Eixample,Apartment,Entire home/apt,6,,95,3,118,113,94.0,31,0,0.75
within an hour,9.0,t,Horta-Guinardó,Apartment,Entire home/apt,2,,70,1,341,6,93.0,20,1,0.9
within an hour,2.0,t,Ciutat Vella,Condominium,Private room,2,,40,2,242,100,93.0,20,0,0.75
within a few hours,2.0,t,Eixample,Apartment,Private room,4,,110,2,15,4,80.0,17,2,0.3875
within an hour,4.0,t,Eixample,Apartment,Private room,2,,59,1,298,34,77.0,6,1,0.75
within an hour,10.0,t,Sants-Montjuïc,Apartment,Private room,2,,20,2,2,7,83.0,9,1,0.5
within an hour,33.0,t,Gràcia,Apartment,Entire home/apt,4,,100,3,319,32,87.0,26,0,0.95
within an hour,2.0,t,Horta-Guinardó,Apartment,Private room,1,,49,3,133,4,100.0,47,19,0.65
within an hour,20.0,t,Gràcia,Apartment,Entire home/apt,6,,85,1,288,144,92.0,30,3,0.8500000000000001
within a day,4.0,t,Sarrià-Sant Gervasi,Camper/RV,Entire home/apt,3,,80,2,0,1,60.0,6,3,0.325
within an hour,2.0,t,Eixample,Apartment,Entire home/apt,5,,99,2,11,2,40.0,16,1,0.45
within an hour,5.0,t,Eixample,Apartment,Entire home/apt,9,,60,3,66,0,,53,17,0.55
within an hour,3.0,t,Eixample,Apartment,Private room,2,,200,3,58,29,90.0,25,2,0.55
within an hour,1.0,t,Sants-Montjuïc,Apartment,Private room,7,,35,1,51,56,93.0,36,5,0.5
,2.0,t,Sant Martí,Apartment,Private room,1,,30,6,0,1,80.0,10,1,0.2
within an hour,2.0,t,Ciutat Vella,Apartment,Private room,1,,40,3,64,2,100.0,14,0,0.55
within an hour,16.0,t,Ciutat Vella,Apartment,Entire home/apt,4,,39,2,238,0,,52,21,0.8500000000000001
within an hour,12.0,t,Eixample,Boutique hotel,Private room,2,,138,1,337,1,100.0,29,4,0.95
within an hour,7.0,t,Sants-Montjuïc,Apartment,Entire home/apt,2,,80,32,283,8,100.0,61,25,0.8
within an hour,19.0,t,Sants-Montjuïc,Serviced apartment,Entire home/apt,3,,110,1,210,30,86.0,25,0,0.8500000000000001
within an hour,2.0,t,Eixample,Casa particular (Cuba),Private room,1,,45,2,3,1,100.0,9,1,0.45
within a day,2.0,t,Eixample,Apartment,Entire home/apt,4,,220,1,332,0,,58,22,0.725
within an hour,3.0,t,Sants-Montjuïc,Apartment,Private room,2,,50,2,61,1,100.0,22,1,0.55
within an hour,3.0,t,Sants-Montjuïc,Apartment,Private room,2,,18,2,319,94,89.0,9,2,0.85
within a few hours,7.0,t,Sarrià-Sant Gervasi,Apartment,Entire home/apt,4,,135,3,99,71,88.0,36,3,0.5375
within a day,1.0,t,Eixample,Apartment,Entire home/apt,9,,500,30,201,0,,20,4,0.575
within an hour,3.0,t,Ciutat Vella,Apartment,Entire home/apt,5,,119,4,102,0,,21,2,0.65
,1.0,t,Eixample,Apartment,Private room,2,,38,2,37,2,100.0,11,0,0.15000000000000002
within a few hours,2.0,t,Sants-Montjuïc,Apartment,Private room,1,,25,3,329,46,99.0,9,0,0.7875
within an hour,1.0,t,Horta-Guinardó,Apartment,Private room,2,,50,2,95,135,99.0,24,4,0.5
within an hour,3.0,t,Ciutat Vella,Apartment,Entire home/apt,7,,200,2,49,0,,12,1,0.45
within an hour,1.0,t,Eixample,Apartment,Private room,2,,32,2,34,0,,12,1,0.4
,1.0,t,Ciutat Vella,Apartment,Private room,2,,30,1,0,52,92.0,10,2,0.15000000000000002
within a few hours,2.0,t,Eixample,Loft,Entire home/apt,2,,89,3,316,1,80.0,21,2,0.7875
within a day,13.0,t,Ciutat Vella,Apartment,Entire home/apt,6,,69,31,365,3,80.0,26,1,0.825
within an hour,14.0,t,Ciutat Vella,Apartment,Entire home/apt,8,,200,30,342,6,97.0,12,1,0.95
within an hour,45.0,t,Ciutat Vella,Apartment,Entire home/apt,2,,60,32,365,0,,13,1,0.95
within an hour,2.0,t,Sants-Montjuïc,Condominium,Private room,2,,33,1,300,0,,21,1,0.75
within an hour,13.0,t,Eixample,Condominium,Entire home/apt,6,0.0,700,3,123,23,95.0,31,2,0.75
within an hour,12.0,t,Sant Martí,Apartment,Shared room,2,,8,1,340,43,87.0,11,1,0.95
within an hour,26.0,t,Eixample,Serviced apartment,Entire home/apt,6,861.0,179,1,348,77,94.0,26,6,0.95
within a few hours,1.0,t,Sants-Montjuïc,Apartment,Private room,2,,300,3,362,30,97.0,16,5,0.7375
within an hour,1.0,t,Gràcia,Serviced apartment,Private room,1,,25,1,305,0,,13,1,0.8
within an hour,2.0,t,Ciutat Vella,Apartment,Private room,2,,56,1,101,6,87.0,20,1,0.65
within an hour,77.0,t,Sant Martí,Apartment,Entire home/apt,5,,80,2,156,66,92.0,33,3,0.8
within an hour,6.0,t,Eixample,Apartment,Entire home/apt,6,,381,1,149,7,100.0,20,1,0.7
within an hour,15.0,t,Eixample,Apartment,Entire home/apt,5,,70,32,104,5,92.0,23,0,0.75
within a day,4.0,t,Eixample,Hostel,Shared room,1,,240,1,163,0,,18,3,0.525
within an hour,1.0,t,Horta-Guinardó,Apartment,Private room,2,,28,2,24,41,97.0,10,1,0.4
within an hour,116.0,t,Eixample,Apartment,Entire home/apt,8,,167,1,143,0,,19,2,0.8
within an hour,4.0,t,Sants-Montjuïc,Apartment,Entire home/apt,4,,129,2,309,157,95.0,33,4,0.85
within an hour,15.0,t,Sant Martí,Apartment,Entire home/apt,4,,115,3,304,9,93.0,31,4,0.95
within a day,2.0,t,Ciutat Vella,Apartment,Private room,1,,30,1,343,3,60.0,16,2,0.725
within an hour,20.0,t,Gràcia,Apartment,Entire home/apt,8,,169,2,346,10,84.0,11,1,0.95
within an hour,44.0,t,Eixample,Apartment,Entire home/apt,6,,399,2,175,41,97.0,41,8,0.75
within an hour,10.0,t,Eixample,Apartment,Private room,2,,70,1,169,13,85.0,11,1,0.7
within a few hours,1.0,t,Sants-Montjuïc,Apartment,Entire home/apt,6,,130,3,158,139,95.0,51,12,0.5375
within an hour,106.0,t,Sant Martí,Apartment,Entire home/apt,4,0.0,135,2,330,8,80.0,20,3,1.0
within an hour,3.0,t,Sants-Montjuïc,Apartment,Private room,4,,90,3,29,6,97.0,21,2,0.45
within an hour,206.0,t,Eixample,Apartment,Entire home/apt,6,,500,2,298,21,89.0,24,2,0.9
,1.0,t,Eixample,Apartment,Private room,2,,130,1,0,0,,14,2,0.15000000000000002
within an hour,19.0,t,Sants-Montjuïc,Apartment,Entire home/apt,4,0.0,136,3,315,70,91.0,19,1,0.95
within an hour,4.0,t,Ciutat Vella,Apartment,Private room,4,,70,3,37,13,83.0,15,3,0.45
within an hour,1.0,t,Eixample,Serviced apartment,Private room,2,,69,1,46,12,98.0,32,3,0.4
within a few hours,101.0,t,Gràcia,Apartment,Entire home/apt,3,,100,2,269,25,96.0,23,0,0.8375
within an hour,131.0,t,Eixample,Apartment,Entire home/apt,5,,262,1,299,14,77.0,15,1,0.9
within an hour,1.0,t,Sant Martí,Apartment,Entire home/apt,6,,180,2,349,41,95.0,32,4,0.8
within an hour,3.0,t,Sarrià-Sant Gervasi,Apartment,Private room,4,,180,1,181,3,87.0,17,1,0.65
within an hour,4.0,t,Sants-Montjuïc,House,Private room,2,,80,2,80,5,88.0,11,1,0.55
within an hour,3.0,t,Eixample,Apartment,Entire home/apt,7,,184,6,360,3,80.0,40,9,0.85
within an hour,116.0,t,Eixample,Apartment,Entire home/apt,4,,170,1,343,0,,25,2,1.0
within a day,2.0,t,Eixample,Apartment,Private room,3,,60,5,0,0,,6,1,0.325
within an hour,19.0,t,Eixample,Apartment,Private room,5,,30,1,104,9,91.0,11,1,0.75
within an hour,1.0,t,Sant Martí,Apartment,Private room,2,,40,1,35,18,93.0,22,2,0.4
within a day,2.0,t,Sant Martí,Apartment,Entire home/apt,4,,45,1,228,136,84.0,13,1,0.625
within an hour,4.0,t,Ciutat Vella,Apartment,Private room,3,,33,4,176,0,,21,2,0.65
within a few hours,2.0,t,Ciutat Vella,Apartment,Entire home/apt,2,,110,33,173,4,100.0,17,1,0.5875
within an hour,1.0,t,Ciutat Vella,Apartment,Private room,2,,47,2,99,27,95.0,13,2,0.5
within an hour,15.0,t,Eixample,Apartment,Entire home/apt,6,129.0,184,2,138,8,80.0,14,3,0.75
,1.0,t,Eixample,Apartment,Entire home/apt,4,,42,32,282,0,,25,1,0.45
within an hour,3.0,t,Ciutat Vella,Apartment,Private room,2,,55,2,6,24,96.0,19,2,0.45
within an hour,1.0,t,Sants-Montjuïc,Apartment,Private room,2,,30,1,140,2,90.0,12,1,0.6
within a day,1.0,t,Nou Barris,Apartment,Private room,1,,33,30,364,0,,12,1,0.675
within a day,91.0,t,Sant Martí,Apartment,Private room,1,,31,32,344,0,,23,3,0.875
within an hour,2.0,t,Ciutat Vella,Apartment,Entire home/apt,3,,79,2,41,28,84.0,31,1,0.45
within an hour,29.0,t,Eixample,Apartment,Entire home/apt,8,,103,2,112,28,87.0,13,0,0.75
within a few hours,2.0,t,Ciutat Vella,Apartment,Private room,2,,35,4,297,19,93.0,15,1,0.6875
within an hour,27.0,t,Eixample,Apartment,Entire home/apt,4,,155,31,0,0,,25,3,0.55
within an hour,1.0,t,Eixample,Condominium,Private room,2,,40,1,135,4,,15,2,0.6
within an hour,1.0,t,Ciutat Vella,Apartment,Private room,2,,55,1,38,5,92.0,12,0,0.4
within an hour,1.0,t,Gràcia,Apartment,Entire home/apt,3,,66,2,151,26,96.0,19,2,0.6
within an hour,1.0,t,Ciutat Vella,Apartment,Private room,2,,40,1,287,13,89.0,24,5,0.7
within an hour,7.0,t,Eixample,Apartment,Private room,2,,39,1,283,7,97.0,17,1,0.8
within an hour,3.0,t,Eixample,Apartment,Private room,2,,20,1,324,24,78.0,8,1,0.85
within an hour,4.0,t,Ciutat Vella,Apartment,Private room,3,,100,3,74,3,73.0,6,2,0.55
within an hour,43.0,t,Sant Martí,Serviced apartment,Entire home/apt,6,,420,3,301,35,91.0,38,3,0.95
within a few hours,7.0,t,Gràcia,Apartment,Entire home/apt,4,,60,4,133,29,84.0,14,1,0.6375
within an hour,8.0,t,Sant Martí,Apartment,Entire home/apt,4,,49,2,304,7,83.0,18,2,0.9
,1.0,t,Sants-Montjuïc,Apartment,Private room,1,,28,5,190,0,,9,2,0.35
within a few hours,58.0,t,Eixample,Apartment,Entire home/apt,8,,85,3,276,6,87.0,40,2,0.8375
,2.0,t,Sants-Montjuïc,Apartment,Private room,1,,27,5,0,4,100.0,13,2,0.2
within an hour,2.0,t,Horta-Guinardó,Apartment,Private room,1,,36,3,23,305,97.0,25,3,0.45
within an hour,2.0,t,Sant Martí,Apartment,Private room,1,,29,3,241,40,99.0,36,6,0.75
within an hour,2.0,t,Ciutat Vella,Apartment,Entire home/apt,3,,60,1,228,3,100.0,15,1,0.75
within an hour,131.0,t,Sant Martí,Apartment,Entire home/apt,5,,138,1,298,55,88.0,20,1,0.9
within an hour,6.0,t,Sants-Montjuïc,Apartment,Entire home/apt,8,,224,32,365,91,96.0,40,5,0.9
,2.0,t,Eixample,Apartment,Private room,2,,40,1,0,0,,19,4,0.2
within an hour,6.0,t,Ciutat Vella,Condominium,Private room,3,,55,1,335,11,91.0,27,4,0.9
within an hour,1.0,t,Sarrià-Sant Gervasi,Apartment,Entire home/apt,2,,90,32,148,12,97.0,52,19,0.6
within an hour,2.0,t,Sants-Montjuïc,Apartment,Entire home/apt,4,,120,1,296,11,84.0,21,1,0.75
within a few hours,1.0,t,Sants-Montjuïc,Apartment,Private room,3,,37,1,304,70,88.0,17,6,0.7375
within a few hours,3.0,t,Eixample,Apartment,Private room,4,,95,6,312,3,93.0,13,0,0.7875
within an hour,21.0,t,Sant Martí,Apartment,Entire home/apt,4,,140,3,291,65,95.0,18,1,0.8500000000000001
within a few hours,7.0,t,Sarrià-Sant Gervasi,Apartment,Private room,3,,30,30,357,0,,12,1,0.8375
within an hour,6.0,t,Sants-Montjuïc,Apartment,Entire home/apt,6,,105,3,197,43,83.0,16,1,0.7
,1.0,t,Eixample,Apartment,Private room,2,,59,1,0,78,91.0,15,2,0.15000000000000002
within an hour,116.0,t,Sarrià-Sant Gervasi,Apartment,Entire home/apt,6,,70,1,335,1,80.0,34,3,1.0
within an hour,5.0,t,Eixample,Hostel,Shared room,1,,20,1,364,6,90.0,18,3,0.85
within an hour,12.0,t,Eixample,Apartment,Entire home/apt,14,,330,4,188,64,89.0,16,1,0.75
within a few hours,7.0,t,Eixample,Apartment,Entire home/apt,8,,131,32,142,0,,28,1,0.6375
within an hour,22.0,t,Gràcia,Villa,Entire home/apt,12,,290,3,134,1,,25,4,0.75
within an hour,3.0,t,Eixample,Apartment,Private room,1,,26,30,1,1,100.0,13,1,0.45
within an hour,22.0,t,Eixample,Apartment,Entire home/apt,4,,115,3,309,4,80.0,16,1,0.95
within an hour,7.0,t,Sant Martí,Apartment,Private room,2,,35,3,7,37,93.0,24,1,0.5
within a few hours,1.0,t,Ciutat Vella,Loft,Entire home/apt,2,,58,35,151,5,100.0,30,3,0.5375
within an hour,5.0,t,Eixample,Apartment,Private room,2,,58,1,178,19,94.0,49,9,0.65
within an hour,126.0,t,Sants-Montjuïc,Apartment,Entire home/apt,4,,200,3,253,10,76.0,8,1,0.9
,1.0,t,Eixample,Loft,Entire home/apt,2,,60,2,0,0,,9,2,0.15000000000000002
,,,Ciutat Vella,Apartment,Private room,2,,57,30,334,18,93.0,8,3,0.5
within an hour,11.0,t,Les Corts,Apartment,Private room,1,,30,19,312,33,95.0,27,6,0.95
within a day,12.0,t,Eixample,Apartment,Entire home/apt,4,,48,32,299,2,100.0,19,0,0.7250000000000001
within an hour,2.0,t,Ciutat Vella,Apartment,Private room,3,,75,3,326,0,,14,1,0.85
within an hour,2.0,t,Eixample,Apartment,Entire home/apt,5,,104,3,95,34,89.0,21,0,0.55
within a few hours,3.0,t,Sant Martí,Apartment,Private room,2,,58,2,304,14,100.0,18,3,0.7875
within an hour,126.0,t,Sants-Montjuïc,Apartment,Entire home/apt,4,,95,3,268,3,93.0,9,1,0.9
within a few hours,8.0,t,Sants-Montjuïc,House,Entire home/apt,12,,250,3,296,48,85.0,20,4,0.7375
within a few hours,13.0,t,Sarrià-Sant Gervasi,Apartment,Entire home/apt,7,,50,32,202,0,,27,1,0.7875000000000001
within an hour,1.0,t,Eixample,Apartment,Private room,2,,72,2,35,72,98.0,29,3,0.4
within a day,0.0,t,Sant Martí,Boat,Entire home/apt,6,,150,2,25,1,80.0,13,3,0.225
within a few hours,11.0,t,Sant Martí,Apartment,Entire home/apt,4,,65,1,195,118,89.0,18,3,0.6875
within a few hours,3.0,t,Eixample,Apartment,Private room,1,,36,2,65,41,98.0,20,5,0.48750000000000004
within an hour,3.0,t,Sant Andreu,Apartment,Entire home/apt,5,,160,5,156,79,98.0,42,10,0.65
within an hour,1.0,t,Ciutat Vella,Apartment,Private room,1,,36,2,315,84,95.0,30,11,0.8
within an hour,2.0,t,Ciutat Vella,Apartment,Private room,2,,30,1,35,2,100.0,21,1,0.45
within an hour,1.0,t,Sants-Montjuïc,Apartment,Private room,2,,44,3,55,58,89.0,27,5,0.5
within a day,2.0,t,Gràcia,Condominium,Entire home/apt,6,,116,4,318,51,94.0,21,2,0.725
